"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"2419",13,"Cold","Nov",8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",2,1.42063740491418,0.710318702457088
"2420",13,"Cold","Nov",8,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",1,2.92702187534961e-05,7.31755468837403e-06
"2421",13,"Cold","Nov",8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0290644402458958,0.00726611006147395
"2422",13,"Cold","Nov",8,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",5,7.30854995150886,9.13568743938608
"2423",13,"Cold","Nov",8,"Surface","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",16,0.135630114155715,0.542520456622858
"2424",13,"Cold","Nov",8,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",20,0.950069537256595,4.75034768628298
"2425",14,"Warm","Nov",13,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",33,0.00499018378717959,0.0411690162442316
"2426",14,"Warm","Nov",13,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",61,0.0590967072753915,0.901224785949721
"2427",14,"Warm","Nov",13,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",1,0.143060411598527,0.0357651028996318
"2428",14,"Warm","Nov",13,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0428946186069227,0.0107236546517307
"2429",14,"Warm","Nov",13,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",2,0.0157775550430131,0.00788877752150656
"2430",14,"Warm","Nov",13,"Sediment","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",1,0.00293911700706593,0.000734779251766483
"2431",14,"Warm","Nov",13,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",50,0.00435876659890764,0.0544845824863455
"2432",14,"Warm","Nov",13,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",26,0.056070171787548,0.364456116619062
"2433",14,"Warm","Nov",13,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",2,0.0158138807552678,0.0079069403776339
"2434",14,"Warm","Nov",13,"Sediment","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",2,0.0394923588478859,0.019746179423943
"2435",14,"Warm","Nov",13,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.170066260426305,0.0850331302131524
"2436",14,"Warm","Nov",13,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",34,0.103781185464844,0.882140076451172
"2437",14,"Warm","Nov",13,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",68,1.40369895240951,23.8628821909617
"2438",15,"Warm","Nov",13,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",24,0.0675289850383581,0.405173910230149
"2439",15,"Warm","Nov",13,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0965383017214567,0.0241345754303642
"2440",15,"Warm","Nov",13,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",3,0.00429952366637672,0.00322464274978254
"2441",15,"Warm","Nov",13,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",34,0.0598403599556081,0.508643059622669
"2442",15,"Warm","Nov",13,"Sediment","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",1,0.0725707902979242,0.018142697574481
"2443",15,"Warm","Nov",13,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0157962554605501,0.0118471915954125
"2444",15,"Warm","Nov",13,"Sediment","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",2,0.0200137338167845,0.0100068669083922
"2445",15,"Warm","Nov",13,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",4,0.099237804089946,0.099237804089946
"2446",15,"Warm","Nov",13,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",22,0.184451447729879,1.01448296251434
"2447",15,"Warm","Nov",13,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",28,0.887171471650783,6.21020030155548
"2448",16,"Cold","Nov",7.7,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",55,0.00813304145541123,0.111829320011904
"2449",16,"Cold","Nov",7.7,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",31,0.606805259226146,4.70274075900263
"2450",16,"Cold","Nov",7.7,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",1,0.0507748791398457,0.0126937197849614
"2451",16,"Cold","Nov",7.7,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0335912045591517,0.00839780113978792
"2452",16,"Cold","Nov",7.7,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",10,0.706658630933807,1.76664657733452
"2453",16,"Cold","Nov",7.7,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",27,1.03042906620427,6.95539619687882
"2454",16,"Cold","Nov",7.7,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",9,0.357482481096011,0.804335582466025
"2455",16,"Cold","Nov",7.7,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0290644402458958,0.00726611006147395
"2456",16,"Cold","Nov",16,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",1,0.00318876052569079,0.000797190131422698
"2457",17,"Warm","Nov",13,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",4,0.00447889782948857,0.00447889782948857
"2458",17,"Warm","Nov",13,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.159470543862899,0.438543995622973
"2459",17,"Warm","Nov",13,"Mid-column","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",1,0.118324859311008,0.029581214827752
"2460",17,"Warm","Nov",13,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",6,0.0174931688427618,0.0262397532641427
"2461",17,"Warm","Nov",13,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",5,0.237744602198662,0.297180752748327
"2462",17,"Warm","Nov",13,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",1,0.000214648270858971,5.36620677147428e-05
"2463",17,"Warm","Nov",13,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",7,1.33999083915893,2.34498396852812
"2464",17,"Warm","Nov",13,"Sediment","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",1,0.0725707902979242,0.018142697574481
"2465",17,"Warm","Nov",13,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",2,0.0187605169025507,0.00938025845127535
"2466",17,"Warm","Nov",13,"Sediment","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",1,0.0141109870023742,0.00352774675059355
"2467",17,"Warm","Nov",13,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0774088429844525,0.0193522107461131
"2468",17,"Warm","Nov",13,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",2,0.787451453901562,0.393725726950781
"2469",17,"Warm","Nov",13,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",3,0.694419141132645,0.520814355849484
"2470",18,"Cold","Nov",8,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",13,0.00681148197209987,0.0221373164093246
"2471",18,"Cold","Nov",8,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",22,0.34342680956993,1.88884745263461
"2472",18,"Cold","Nov",8,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",4,0.029274784665719,0.029274784665719
"2473",18,"Cold","Nov",8,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.491824824786017,0.122956206196504
"2474",18,"Cold","Nov",8,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",8,0.548913826328498,1.097827652657
"2475",18,"Cold","Nov",8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",27,1.18271226176746,7.98330776693033
"2476",18,"Cold","Nov",8,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",1,1.1466184867072,0.2866546216768
"2477",18,"Cold","Nov",8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",4,0.408365543349622,0.408365543349622
"2478",18,"Cold","Nov",8,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",21,1.25125069506439,6.56906614908803
"2479",19,"Warm","Nov",12.7,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",3,0.00530524730762403,0.00397893548071802
"2480",19,"Warm","Nov",12.7,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",2,0.129120691661256,0.064560345830628
"2481",19,"Warm","Nov",12.7,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0965383017214567,0.0241345754303642
"2482",19,"Warm","Nov",12.7,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",4,0.00486662743520809,0.00486662743520809
"2483",19,"Warm","Nov",12.7,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",1,0.694992315985646,0.173748078996412
"2484",19,"Warm","Nov",12.7,"Sediment","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",3,0.0728475269115937,0.0546356451836952
"2485",19,"Warm","Nov",12.7,"Sediment","Meiofauna","Gastrotricha","unknown","unknown","heterotroph","MeiofaunaGastrotrichaunknownunknown",2,0.0831617714340032,0.0415808857170016
"2486",19,"Warm","Nov",12.7,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",7,0.178775233307738,0.312856658288542
"2487",19,"Warm","Nov",12.7,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.057781526634856,0.158899198245854
"2488",19,"Warm","Nov",12.7,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,0.740865392135462,1.66694713230479
"2489",20,"Cold","Nov",8,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",6,0.00789321576289469,0.011839823644342
"2490",20,"Cold","Nov",8,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",12,0.283795638277114,0.851386914831343
"2491",20,"Cold","Nov",8,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","mixotroph","CiliateLoxodidaeLoxodesrostrum",1,0.0507748791398457,0.0126937197849614
"2492",20,"Cold","Nov",8,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0918131369309474,0.0229532842327369
"2493",20,"Cold","Nov",8,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",2,0.0218816051662887,0.0109408025831443
"2494",20,"Cold","Nov",8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",2,0.279699920939916,0.139849960469958
"2495",20,"Cold","Nov",8,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",1,0.000145141580595848,3.6285395148962e-05
"2496",20,"Cold","Nov",8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0290644402458958,0.00726611006147395
"2497",20,"Cold","Nov",8,"Surface","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",5,0.340747687315123,0.425934609143904
"2498",1,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",22,0.00897460789206282,0.0493603434063455
"2499",1,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",1,0.0173363554600597,0.00433408886501492
"2500",1,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",14,0.268414483417378,0.939450691960824
"2501",1,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",11,0.218683426711022,0.60137942345531
"2502",1,"Warm","Dec",2.5,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",6,0.00776692914874106,0.0116503937231116
"2503",1,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",16,0.701241064201354,2.80496425680542
"2504",2,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",28,1.43638162779003,10.0546713945302
"2505",2,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.285164138595399,0.142582069297699
"2506",2,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",20,1.34041529476817,6.70207647384083
"2507",3,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",31,1.23132921568667,9.5428014215717
"2508",3,"Cold","Dec",0.2,"Sediment","Ciliate","Spirostomidae","Spirostomum","unknown","heterotroph","CiliateSpirostomidaeSpirostomumunknown",3,0.210921129142517,0.158190846856888
"2509",3,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0161546207742694,0.00403865519356735
"2510",3,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",22,1.24709123902285,6.85900181462569
"2511",4,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",5,0.00707372489639415,0.00884215612049268
"2512",4,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",6,0.0737141027819623,0.110571154172943
"2513",4,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",13,0.000301894487639365,0.000981157084827936
"2514",4,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.0645248447864448,0.177443323162723
"2515",4,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.514010750185806,0.385508062639355
"2516",4,"Warm","Dec",2.5,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",2,0.00796881705563932,0.00398440852781966
"2517",4,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",25,1.20453624484229,7.52835153026432
"2518",5,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",6,0.0742384267418648,0.111357640112797
"2519",5,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",17,1.2294013323253,5.22495566238252
"2520",5,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",3,0.00841213723063057,0.00630910292297293
"2521",5,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,4.82595755481196e-05,0.000108584044983269
"2522",5,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.0278893780411024,0.0139446890205512
"2523",5,"Cold","Dec",0.2,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",11,0.00820114437735698,0.0225531470377317
"2524",5,"Cold","Dec",0.2,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",8,0.462282833462494,0.924565666924988
"2525",5,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",6,4.47049507270454e-05,6.70574260905681e-05
"2526",5,"Cold","Dec",0.2,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0558905957334749,0.0139726489333687
"2527",6,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",20,0.00261928588705911,0.0130964294352955
"2528",6,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",22,1.42654358674599,7.84598972710297
"2529",6,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",3,0.0173154174431552,0.0129865630823664
"2530",6,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",24,0.00478780077400578,0.0287268046440347
"2531",6,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",3,0.283257099177686,0.212442824383265
"2532",6,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","unknown","heterotroph","CiliateSpirostomidaeSpirostomumunknown",1,0.284601190848215,0.0711502977120538
"2533",6,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,1.37213384816095,3.08730115836213
"2534",7,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",48,0.968930441232572,11.6271652947909
"2535",7,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",12,1.1157465432581,3.34723962977431
"2536",7,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.156641853575808,0.0783209267879038
"2537",7,"Cold","Dec",0.2,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",2,1.10402372657408,0.55201186328704
"2538",7,"Cold","Dec",0.2,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",9,0.00807716479758628,0.0181736207945691
"2539",8,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",6,0.00259478204613752,0.00389217306920628
"2540",8,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",23,0.927795890234154,5.33482636884639
"2541",8,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",9,0.0101392279664745,0.0228132629245676
"2542",8,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",17,0.0587109053447643,0.249521347715248
"2543",8,"Warm","Dec",2.5,"Sediment","Ciliate","Loxodiidae","Loxodes","rostrum","mixotroph","CiliateLoxodiidaeLoxodesrostrum",1,0.0886976325863518,0.0221744081465879
"2544",8,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",2,1.03160991092728,0.515804955463639
"2545",8,"Warm","Dec",2.5,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",4,0.00250204934322025,0.00250204934322025
"2546",8,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",20,0.684365013616991,3.42182506808495
"2547",9,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",8,0.00302591973568339,0.00605183947136678
"2548",9,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.183087296466659,0.503490065283311
"2549",9,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",11,0.842741200143284,2.31753830039403
"2550",9,"Warm","Dec",2.5,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",3,0.337265719294172,0.252949289470629
"2551",9,"Warm","Dec",2.5,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0197445365018848,0.0049361341254712
"2552",9,"Warm","Dec",2.5,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",4,4.50023373254965,4.50023373254965
"2553",9,"Warm","Dec",2.5,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",13,0.00303637427132845,0.00986821638181746
"2554",10,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",22,1.48104996102269,8.14577478562481
"2555",10,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",8,0.00719891656515157,0.0143978331303031
"2556",10,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Pleurotaenium","coronatum","autotroph","AlgaeDesmidPleurotaeniumcoronatum",4,0.398364552659389,0.398364552659389
"2557",10,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",7,0.67335413686432,1.17836973951256
"2558",10,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Xanthidium","unknown","autotroph","AlgaeDesmidXanthidiumunknown",2,0.00285310046201003,0.00142655023100501
"2559",10,"Cold","Dec",0.2,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0238032192177191,0.00595080480442978
"2560",10,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.00420055861086674,0.00105013965271669
"2561",10,"Cold","Dec",0.2,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",1,2.52868887082545,0.632172217706362
"2562",10,"Cold","Dec",0.1,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",2,1.07142154093537,0.535710770467687
"2563",11,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",13,1.02114248931497,3.31871309027367
"2564",11,"Cold","Dec",0.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",4,0.725629405574403,0.725629405574403
"2565",11,"Cold","Dec",0.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.00431106779764819,0.00107776694941205
"2566",11,"Cold","Dec",0.2,"Sediment","Meiofauna","Turbellarian","unknown","unknown","heterotroph","MeiofaunaTurbellarianunknownunknown",1,28.0304677525732,7.0076169381433
"2567",11,"Cold","Dec",0.2,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",4,0.543906915523934,0.543906915523934
"2568",12,"Warm","Dec",2.5,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",13,0.841230016342628,2.73399755311354
"2569",12,"Warm","Dec",2.5,"Mid-column","Flagellate","Flagellate","Euglena","unknown","autotroph","FlagellateFlagellateEuglenaunknown",12,0.0142328521739337,0.0426985565218011
"2570",12,"Warm","Dec",2.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",16,0.0562531120292041,0.225012448116817
"2571",12,"Warm","Dec",2.5,"Sediment","Ciliate","Loxodiidae","Loxodes","magnus","heterotroph","CiliateLoxodiidaeLoxodesmagnus",3,0.10423655740012,0.0781774180500898
"2572",12,"Warm","Dec",2.5,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",23,1.06333865334861,6.11419725675453
"2573",13,"Cold","Dec",0.2,"Mid-column","Algae","Desmid","Cosmarium","unknown","autotroph","AlgaeDesmidCosmariumunknown",3,0.00859816035642758,0.00644862026732068
